Namespace(L1Loss=False, batch_size=12, buildA_true=False, clip=5, conv_channels=16, data='./data/og_dataset.csv', device='cuda:0', dilation_exponential=2, dropout=0.3, end_channels=64, epochs=15, gcn_depth=2, gcn_true=True, horizon=24, in_dim=1, layers=5, log_interval=2000, lr=0.001, node_dim=40, normalize=0, num_nodes=1494, num_split=1, optim='adam', predefinedA_path='./data/og_recon_adj.csv', pretrained_model='./model-RE.pt', propalpha=0.05, residual_channels=16, save='./model-RE24.pt', seq_in_len=168, seq_out_len=1, skip_channels=32, step_size=100, subgraph_size=20, tanhalpha=3, weight_decay=1e-05)
The recpetive field size is 187
Number of model parameters is 472323
Ranger21 optimizer ready with following settings:

Core optimizer = AdamW
Learning rate of 0.001

Important - num_epochs of training = ** 15 epochs **
please confirm this is correct or warmup and warmdown will be off

Warm-up: linear warmup, over 2000 iterations

Lookahead active, merging every 5 steps, with blend factor of 0.5
Stable weight decay of 1e-05
Gradient Centralization = On

Adaptive Gradient Clipping = True
	clipping value of 0.01
	steps for clipping = 0.001

Warm-down: Linear warmdown, starting at 72.0%, iteration 14039 of 19500
warm down will decay until 3e-05 lr
begin training
iter:  0 | loss: 3188.418
| end of epoch  12 | time: 923.35s | train_loss 1589.0038 | valid rse 0.0945 | valid rae 0.0734 | valid corr  0.9351
iter:  0 | loss: 4850.778
iter:100 | loss: 254.314
iter:200 | loss: 129.540
iter:300 | loss: 767.258
iter:400 | loss: 242.762
iter:500 | loss: 71.925
iter:600 | loss: 345.617
iter:700 | loss: 2831.240
iter:800 | loss: 800.314
iter:900 | loss: 2663.317
iter:1000 | loss: 307.298
iter:1100 | loss: 350.476
iter:1200 | loss: 170.849
| end of epoch  13 | time: 922.47s | train_loss 629.6922 | valid rse 0.0823 | valid rae 0.0596 | valid corr  0.9328
iter:  0 | loss: 2415.710
iter:100 | loss: 217.199
iter:200 | loss: 3162.866
iter:300 | loss: 1229.450
iter:400 | loss: 81.823
iter:500 | loss: 288.079
iter:600 | loss: 275.230
iter:700 | loss: 2838.970
iter:800 | loss: 803.560
iter:900 | loss: 2987.112
iter:1000 | loss: 81.505
iter:1100 | loss: 64.448
iter:1200 | loss: 741.263
| end of epoch  14 | time: 923.08s | train_loss 1165.7565 | valid rse 0.1080 | valid rae 0.0910 | valid corr  0.9294
iter:  0 | loss: 2262.937
iter:100 | loss: 397.994
iter:200 | loss: 151.313
iter:300 | loss: 789.077
iter:400 | loss: 219.048
iter:500 | loss: 356.936
iter:600 | loss: 1380.492
iter:700 | loss: 9801.751
iter:800 | loss: 4175.371
iter:900 | loss: 3099.472
iter:1000 | loss: 112.890
iter:1100 | loss: 310.990
iter:1200 | loss: 203.006
| end of epoch  15 | time: 923.06s | train_loss 1919.5071 | valid rse 0.0871 | valid rae 0.0635 | valid corr  0.9356
test rse 0.0770 | test rae 0.0560 | test corr 0.9553
final test rse 0.0681 | test rae 0.0455 | test corr 0.9571



Time taken per run



14265.458184727002









10 runs average



valid	rse	rae	corr
mean	0.0790	0.0540	0.9386
std	0.0000	0.0000	0.0000



test	rse	rae	corr
mean	0.0681	0.0455	0.9571
std	0.0000	0.0000	0.0000
